Park,Year,Recreation Visitors,Tent Campers,RV Campers,Backcountry Campers,
Gettysburg NMP,1971,"5,244,600",,,,
Gettysburg NMP,1972,"4,205,735",,,,
Gettysburg NMP,1973,"4,031,700",,,,
Gettysburg NMP,1974,"3,774,900",,,,
Gettysburg NMP,1975,"2,242,700",,,,
Gettysburg NMP,1976,"3,070,200",,,,
Gettysburg NMP,1977,"1,527,900",,,,
Gettysburg NMP,1978,"1,491,560",,,,
Gettysburg NMP,1979,"994,035",0,0,0,
Gettysburg NMP,1980,"1,096,364",0,0,0,
Gettysburg NMP,1981,"1,239,647",0,0,0,
Gettysburg NMP,1982,"1,151,141",0,0,0,
Gettysburg NMP,1983,"1,198,949",0,0,0,
Gettysburg NMP,1984,"1,212,226",0,0,0,
Gettysburg NMP,1985,"1,321,130",0,0,0,
Gettysburg NMP,1986,"1,363,161",0,0,0,
Gettysburg NMP,1987,"1,335,247",0,0,0,
Gettysburg NMP,1988,"1,464,544",0,0,0,
Gettysburg NMP,1989,"1,352,728",0,0,0,
Gettysburg NMP,1990,"1,243,642",0,0,0,
Gettysburg NMP,1991,"1,415,840",0,0,0,
Gettysburg NMP,1992,"1,299,203",0,0,0,
Gettysburg NMP,1993,"1,411,453",0,0,0,
Gettysburg NMP,1994,"1,674,532",0,0,0,
Gettysburg NMP,1995,"1,642,982",0,0,0,
Gettysburg NMP,1996,"1,632,720",0,0,0,
Gettysburg NMP,1997,"1,727,070",0,0,0,
Gettysburg NMP,1998,"1,701,660",0,0,0,
Gettysburg NMP,1999,"1,641,838",0,0,0,
Gettysburg NMP,2000,"1,542,184",0,0,0,
Gettysburg NMP,2001,"1,792,380",0,0,0,
Gettysburg NMP,2002,"1,833,033",0,0,0,
Gettysburg NMP,2003,"1,769,688",0,0,0,
Gettysburg NMP,2004,"1,724,420",0,0,0,
Gettysburg NMP,2005,"1,705,601",0,0,0,
Gettysburg NMP,2006,"1,666,365",0,0,0,
Gettysburg NMP,2007,"1,647,745",0,0,0,
Gettysburg NMP,2008,"1,455,951",0,0,0,
Gettysburg NMP,2009,"1,013,002",0,0,0,
Gettysburg NMP,2010,"1,031,554",0,0,0,
Gettysburg NMP,2011,"1,124,659",0,0,0,
Gettysburg NMP,2012,"1,126,577",0,0,0,
Gettysburg NMP,2013,"1,213,349",0,0,0,
Gettysburg NMP,2014,"1,020,702",0,0,0,
Gettysburg NMP,2015,"1,080,185",0,0,0,
Gettysburg NMP,2016,"1,091,320",0,0,0,
,,,,,,
Gila Cliff Dwellings NM,1934,75,,,,
Gila Cliff Dwellings NM,1935,100,,,,
Gila Cliff Dwellings NM,1936,100,,,,
Gila Cliff Dwellings NM,1937,250,,,,
Gila Cliff Dwellings NM,1938,105,,,,
Gila Cliff Dwellings NM,1939,90,,,,
Gila Cliff Dwellings NM,1940,80,,,,
Gila Cliff Dwellings NM,1941,330,,,,
Gila Cliff Dwellings NM,1942,0,,,,
Gila Cliff Dwellings NM,1943,0,,,,
Gila Cliff Dwellings NM,1944,0,,,,
Gila Cliff Dwellings NM,1945,0,,,,
Gila Cliff Dwellings NM,1946,0,,,,
Gila Cliff Dwellings NM,1947,0,,,,
Gila Cliff Dwellings NM,1953,359,,,,
Gila Cliff Dwellings NM,1954,500,,,,
Gila Cliff Dwellings NM,1955,700,,,,
Gila Cliff Dwellings NM,1956,"1,100",,,,
Gila Cliff Dwellings NM,1957,900,,,,
Gila Cliff Dwellings NM,1958,"1,200",,,,
Gila Cliff Dwellings NM,1959,"1,300",,,,
Gila Cliff Dwellings NM,1960,"2,300",,,,
Gila Cliff Dwellings NM,1961,"2,900",,,,
Gila Cliff Dwellings NM,1962,"3,100",,,,
Gila Cliff Dwellings NM,1963,"9,800",,,,
Gila Cliff Dwellings NM,1964,"24,000",,,,
Gila Cliff Dwellings NM,1965,"25,200",,,,
Gila Cliff Dwellings NM,1966,"24,100",,,,
Gila Cliff Dwellings NM,1967,"25,900",,,,
Gila Cliff Dwellings NM,1968,"28,700",,,,
Gila Cliff Dwellings NM,1969,"28,600",,,,
Gila Cliff Dwellings NM,1970,"35,200",,,,
Gila Cliff Dwellings NM,1971,"34,100",,,,
Gila Cliff Dwellings NM,1972,"39,050",,,,
Gila Cliff Dwellings NM,1973,"37,200",,,,
Gila Cliff Dwellings NM,1974,"32,900",,,,
Gila Cliff Dwellings NM,1975,"41,700",,,,
Gila Cliff Dwellings NM,1976,"44,000",,,,
Gila Cliff Dwellings NM,1977,"46,200",,,,
Gila Cliff Dwellings NM,1978,"40,193",,,,
Gila Cliff Dwellings NM,1979,"31,933",0,0,0,
Gila Cliff Dwellings NM,1980,"32,734",0,0,0,
Gila Cliff Dwellings NM,1981,"36,417",0,0,0,
Gila Cliff Dwellings NM,1982,"37,902",0,0,0,
Gila Cliff Dwellings NM,1983,"37,717",0,0,0,
Gila Cliff Dwellings NM,1984,"35,013",0,0,0,
Gila Cliff Dwellings NM,1985,"35,739",0,0,0,
Gila Cliff Dwellings NM,1986,"44,465",0,0,0,
Gila Cliff Dwellings NM,1987,"44,404",0,0,0,
Gila Cliff Dwellings NM,1988,"44,830",0,0,0,
Gila Cliff Dwellings NM,1989,"52,185",0,0,0,
Gila Cliff Dwellings NM,1990,"52,316",0,0,0,
Gila Cliff Dwellings NM,1991,"53,007",0,0,0,
Gila Cliff Dwellings NM,1992,"57,287",0,0,0,
Gila Cliff Dwellings NM,1993,"61,105",0,0,0,
Gila Cliff Dwellings NM,1994,"59,693",0,0,0,
Gila Cliff Dwellings NM,1995,"62,292",0,0,0,
Gila Cliff Dwellings NM,1996,"56,933",0,0,0,
Gila Cliff Dwellings NM,1997,"61,638",0,0,0,
Gila Cliff Dwellings NM,1998,"51,594",0,0,0,
Gila Cliff Dwellings NM,1999,"51,539",0,0,0,
Gila Cliff Dwellings NM,2000,"46,194",0,0,0,
Gila Cliff Dwellings NM,2001,"49,447",0,0,0,
Gila Cliff Dwellings NM,2002,"45,585",0,0,0,
Gila Cliff Dwellings NM,2003,"47,869",0,0,0,
Gila Cliff Dwellings NM,2004,"45,349",0,0,0,
Gila Cliff Dwellings NM,2005,"40,058",0,0,0,
Gila Cliff Dwellings NM,2006,"40,510",0,0,0,
Gila Cliff Dwellings NM,2007,"41,690",0,0,0,
Gila Cliff Dwellings NM,2008,"38,987",0,0,0,
Gila Cliff Dwellings NM,2009,"43,016",0,0,0,
Gila Cliff Dwellings NM,2010,"32,652",0,0,0,
Gila Cliff Dwellings NM,2011,"25,317",0,0,0,
Gila Cliff Dwellings NM,2012,"28,637",0,0,0,
Gila Cliff Dwellings NM,2013,"27,825",0,0,0,
Gila Cliff Dwellings NM,2014,"31,135",0,0,0,
Gila Cliff Dwellings NM,2015,"36,518",0,0,0,
Gila Cliff Dwellings NM,2016,"41,519",0,0,0,
,,,,,,
Glacier Bay NP & PRES,1956,"2,200",,,,
Glacier Bay NP & PRES,1957,"3,600",,,,
Glacier Bay NP & PRES,1958,"5,100",,,,
Glacier Bay NP & PRES,1959,"1,300",,,,
Glacier Bay NP & PRES,1960,900,,,,
Glacier Bay NP & PRES,1961,"1,300",,,,
Glacier Bay NP & PRES,1962,"1,100",,,,
Glacier Bay NP & PRES,1963,800,,,,
Glacier Bay NP & PRES,1964,"1,000",,,,
Glacier Bay NP & PRES,1965,"1,800",,,,
Glacier Bay NP & PRES,1966,"4,900",,,,
Glacier Bay NP & PRES,1967,"8,300",,,,
Glacier Bay NP & PRES,1968,"13,500",,,,
Glacier Bay NP & PRES,1969,"16,000",,,,
Glacier Bay NP & PRES,1970,"29,700",,,,
Glacier Bay NP & PRES,1971,"17,900",,,,
Glacier Bay NP & PRES,1972,"18,300",,,,
Glacier Bay NP & PRES,1973,"25,400",,,,
Glacier Bay NP & PRES,1974,"50,500",,,,
Glacier Bay NP & PRES,1975,"50,600",,,,
Glacier Bay NP & PRES,1976,"56,700",,,,
Glacier Bay NP & PRES,1977,"88,400",,,,
Glacier Bay NP & PRES,1978,"81,500",,,,
Glacier Bay NP & PRES,1979,"91,032","1,399",0,"3,028",
Glacier Bay NP & PRES,1980,"95,005","1,566",0,"2,943",
Glacier Bay NP & PRES,1981,"85,071",882,0,"3,503",
Glacier Bay NP & PRES,1982,"90,354",924,0,"5,355",
Glacier Bay NP & PRES,1983,"92,057","1,519",0,"3,581",
Glacier Bay NP & PRES,1984,"108,297","1,519",0,"4,456",
Glacier Bay NP & PRES,1985,"130,943","1,631",0,"5,078",
Glacier Bay NP & PRES,1986,"136,877","2,048",0,"5,564",
Glacier Bay NP & PRES,1987,"130,926","2,459",0,"5,370",
Glacier Bay NP & PRES,1988,"148,756","2,165",0,"6,211",
Glacier Bay NP & PRES,1989,"150,270","3,215",0,"5,343",
Glacier Bay NP & PRES,1990,"186,427","1,743",0,"5,727",
Glacier Bay NP & PRES,1991,"203,653","1,250",0,"9,657",
Glacier Bay NP & PRES,1992,"211,424","1,844",0,"6,852",
Glacier Bay NP & PRES,1993,"242,276","1,996",0,"7,694",
Glacier Bay NP & PRES,1994,"250,614","1,409",0,"8,274",
Glacier Bay NP & PRES,1995,"252,265",681,0,"9,119",
Glacier Bay NP & PRES,1996,"304,374",773,0,"8,036",
Glacier Bay NP & PRES,1997,"347,046",751,0,"8,563",
Glacier Bay NP & PRES,1998,"403,512","1,340",0,"7,824",
Glacier Bay NP & PRES,1999,"442,607","1,280",0,"7,149",
Glacier Bay NP & PRES,2000,"384,684",971,0,"6,568",
Glacier Bay NP & PRES,2001,"380,114","1,272",0,"7,504",
Glacier Bay NP & PRES,2002,"408,143",798,0,0,
Glacier Bay NP & PRES,2003,"366,319",479,0,"7,815",
Glacier Bay NP & PRES,2004,"353,686",680,0,"8,671",
Glacier Bay NP & PRES,2005,"359,829",424,0,"4,630",
Glacier Bay NP & PRES,2006,"413,382",454,0,"4,674",
Glacier Bay NP & PRES,2007,"438,211",582,0,"5,200",
Glacier Bay NP & PRES,2008,"418,911",532,0,"5,888",
Glacier Bay NP & PRES,2009,"438,361",389,0,"4,541",
Glacier Bay NP & PRES,2010,"444,530",498,0,"6,122",
Glacier Bay NP & PRES,2011,"431,986",810,0,"4,736",
Glacier Bay NP & PRES,2012,"454,337",628,0,"5,381",
Glacier Bay NP & PRES,2013,"500,590",807,0,"4,018",
Glacier Bay NP & PRES,2014,"500,727",764,0,"6,303",
Glacier Bay NP & PRES,2015,"551,353",658,0,"6,254",
Glacier Bay NP & PRES,2016,"520,171",908,0,"6,161",
,,,,,,
Glacier NP,1911,"4,000",,,,
Glacier NP,1912,"6,257",,,,
Glacier NP,1913,"12,138",,,,
Glacier NP,1914,"14,168",,,,
Glacier NP,1915,"14,265",,,,
Glacier NP,1916,"12,839",,,,
Glacier NP,1917,"18,387",,,,
Glacier NP,1918,"9,086",,,,
Glacier NP,1919,"18,956",,,,
Glacier NP,1920,"22,449",,,,
Glacier NP,1921,"19,736",,,,
Glacier NP,1922,"23,935",,,,
Glacier NP,1923,"33,988",,,,
Glacier NP,1924,"33,372",,,,
Glacier NP,1925,"40,063",,,,
Glacier NP,1926,"37,325",,,,
Glacier NP,1927,"41,745",,,,
Glacier NP,1928,"53,454",,,,
Glacier NP,1929,"70,742",,,,
Glacier NP,1930,"73,776",,,,
Glacier NP,1931,"63,497",,,,
Glacier NP,1932,"53,202",,,,
Glacier NP,1933,"76,715",,,,
Glacier NP,1934,"116,965",,,,
Glacier NP,1935,"143,240",,,,
Glacier NP,1936,"210,072",,,,
Glacier NP,1937,"194,522",,,,
Glacier NP,1938,"153,528",,,,
Glacier NP,1939,"170,073",,,,
Glacier NP,1940,"177,307",,,,
Glacier NP,1941,"178,449",,,,
Glacier NP,1942,"62,196",,,,
Glacier NP,1943,"23,908",,,,
Glacier NP,1944,"35,857",,,,
Glacier NP,1945,"67,942",,,,
Glacier NP,1946,"200,547",,,,
Glacier NP,1947,"327,300",,,,
Glacier NP,1948,"284,549",,,,
Glacier NP,1949,"964,416",,,,
Glacier NP,1950,"482,298",,,,
Glacier NP,1951,"496,142",,,,
Glacier NP,1952,"649,689",,,,
Glacier NP,1953,"633,480",,,,
Glacier NP,1954,"608,200",,,,
Glacier NP,1955,"674,100",,,,
Glacier NP,1956,"718,900",,,,
Glacier NP,1957,"759,200",,,,
Glacier NP,1958,"706,800",,,,
Glacier NP,1959,"722,300",,,,
Glacier NP,1960,"724,500",,,,
Glacier NP,1961,"740,000",,,,
Glacier NP,1962,"966,100",,,,
Glacier NP,1963,"810,200",,,,
Glacier NP,1964,"642,200",,,,
Glacier NP,1965,"847,100",,,,
Glacier NP,1966,"907,800",,,,
Glacier NP,1967,"884,000",,,,
Glacier NP,1968,"964,500",,,,
Glacier NP,1969,"1,051,200",,,,
Glacier NP,1970,"1,241,600",,,,
Glacier NP,1971,"1,302,200",,,,
Glacier NP,1972,"1,391,299",,,,
Glacier NP,1973,"1,397,800",,,,
Glacier NP,1974,"1,405,500",,,,
Glacier NP,1975,"1,570,000",,,,
Glacier NP,1976,"1,661,200",,,,
Glacier NP,1977,"1,654,500",,,,
Glacier NP,1978,"1,582,632",,,,
Glacier NP,1979,"1,446,086","92,000","134,647","25,439",
Glacier NP,1980,"1,474,578","88,718","112,314","22,640",
Glacier NP,1981,"1,786,523","106,615","152,207","17,744",
Glacier NP,1982,"1,666,114","95,212","134,574","16,198",
Glacier NP,1983,"2,203,847","90,898","143,811","15,507",
Glacier NP,1984,"1,946,703","83,373","128,488","15,032",
Glacier NP,1985,"1,603,011","62,786","95,669","14,019",
Glacier NP,1986,"1,579,151","65,251","111,506","14,771",
Glacier NP,1987,"1,660,737","75,225","115,967","17,314",
Glacier NP,1988,"1,817,733","85,248","128,401","16,909",
Glacier NP,1989,"1,821,523","81,343","117,835","16,969",
Glacier NP,1990,"1,986,737","85,736","120,108","19,456",
Glacier NP,1991,"2,096,966","111,380","121,967","22,909",
Glacier NP,1992,"2,199,767","105,051","108,715","27,353",
Glacier NP,1993,"2,141,704","90,648","93,770","24,052",
Glacier NP,1994,"2,152,989","110,671","102,476","30,660",
Glacier NP,1995,"1,839,518","111,361","92,195","28,923",
Glacier NP,1996,"1,720,805","101,427","84,917","27,806",
Glacier NP,1997,"1,708,856","103,294","80,836","27,912",
Glacier NP,1998,"1,830,944","105,699","84,159","29,836",
Glacier NP,1999,"1,684,604","98,094","78,778","26,209",
Glacier NP,2000,"1,728,693","94,007","74,461","25,010",
Glacier NP,2001,"1,680,614","95,034","76,846","28,915",
Glacier NP,2002,"1,905,689","90,246","91,137","27,076",
Glacier NP,2003,"1,664,046","65,515","65,604","22,958",
Glacier NP,2004,"2,033,933","80,155","86,373","27,640",
Glacier NP,2005,"1,925,101","84,698","93,162","27,025",
Glacier NP,2006,"1,964,399","86,327","89,856","26,002",
Glacier NP,2007,"2,083,329","80,372","87,687","27,993",
Glacier NP,2008,"1,808,027","88,718","81,879","26,867",
Glacier NP,2009,"2,031,348","101,408","106,332","40,855",
Glacier NP,2010,"2,200,048","101,603","104,832","30,680",
Glacier NP,2011,"1,853,564","95,741","101,076","25,715",
Glacier NP,2012,"2,162,035","102,963","105,534","26,634",
Glacier NP,2013,"2,190,374","110,427","111,963","29,132",
Glacier NP,2014,"2,338,528","110,583","104,379","29,869",
Glacier NP,2015,"2,366,056","113,599","99,846","32,797",
Glacier NP,2016,"2,946,681","136,599","126,933","38,421",
,,,,,,
Glen Canyon NRA,1964,"196,400",,,,
Glen Canyon NRA,1965,"303,500",,,,
Glen Canyon NRA,1966,"359,700",,,,
Glen Canyon NRA,1967,"390,000",,,,
Glen Canyon NRA,1968,"654,500",,,,
Glen Canyon NRA,1969,"781,300",,,,
Glen Canyon NRA,1970,"907,500",,,,
Glen Canyon NRA,1971,"680,600",,,,
Glen Canyon NRA,1972,"962,742",,,,
Glen Canyon NRA,1973,"1,199,200",,,,
Glen Canyon NRA,1974,"1,129,500",,,,
Glen Canyon NRA,1975,"1,108,800",,,,
Glen Canyon NRA,1976,"1,009,800",,,,
Glen Canyon NRA,1977,"2,066,000",,,,
Glen Canyon NRA,1978,"2,136,380",,,,
Glen Canyon NRA,1979,"1,655,995","45,325","289,069","725,302",
Glen Canyon NRA,1980,"1,571,491","44,739","237,398","644,419",
Glen Canyon NRA,1981,"1,733,529","44,428","268,234","685,504",
Glen Canyon NRA,1982,"1,733,226","48,086","311,677","784,748",
Glen Canyon NRA,1983,"1,873,031","47,168","289,898","879,992",
Glen Canyon NRA,1984,"1,971,102","58,784","196,866","348,356",
Glen Canyon NRA,1985,"2,078,866","70,288","84,851","48,413",
Glen Canyon NRA,1986,"2,438,898","66,252","105,557","30,098",
Glen Canyon NRA,1987,"2,858,739","85,292","92,349","24,164",
Glen Canyon NRA,1988,"3,529,241","74,667","86,372","25,642",
Glen Canyon NRA,1989,"3,452,847","91,334","93,394","26,960",
Glen Canyon NRA,1990,"3,074,242","83,595","96,926","23,978",
Glen Canyon NRA,1991,"3,181,144","102,231","81,068","16,902",
Glen Canyon NRA,1992,"3,587,754","116,159","94,709","19,581",
Glen Canyon NRA,1993,"3,584,158","10,806","13,175","124,350",
Glen Canyon NRA,1994,"2,797,734","12,118","93,140","28,891",
Glen Canyon NRA,1995,"2,511,353","10,352","5,612","20,164",
Glen Canyon NRA,1996,"2,505,004","9,572","5,109","19,630",
Glen Canyon NRA,1997,"2,430,781","8,240","5,232","18,081",
Glen Canyon NRA,1998,"2,442,990","7,939","5,285","23,673",
Glen Canyon NRA,1999,"2,639,860","8,409","5,623","25,211",
Glen Canyon NRA,2000,"2,568,111","7,009","4,654","23,377",
Glen Canyon NRA,2001,"2,340,031","6,982","4,404","32,799",
Glen Canyon NRA,2002,"2,106,896","5,339","4,195","25,492",
Glen Canyon NRA,2003,"1,876,984","3,844","4,237","37,718",
Glen Canyon NRA,2004,"1,841,845","3,708","4,650","42,752",
Glen Canyon NRA,2005,"1,908,726","4,040","4,172","28,368",
Glen Canyon NRA,2006,"1,885,378","4,273","3,795","20,115",
Glen Canyon NRA,2007,"1,894,114","3,692","5,057","24,694",
Glen Canyon NRA,2008,"1,947,507","3,690","4,973","16,873",
Glen Canyon NRA,2009,"1,960,345","5,705","3,935","55,036",
Glen Canyon NRA,2010,"2,124,467","5,025","6,256","40,419",
Glen Canyon NRA,2011,"2,270,817","5,225","6,433","59,582",
Glen Canyon NRA,2012,"2,061,328","5,871","6,283","79,661",
Glen Canyon NRA,2013,"1,991,924","4,632","6,273","50,992",
Glen Canyon NRA,2014,"2,368,452","5,967","7,259","62,367",
Glen Canyon NRA,2015,"2,495,093","5,575","12,169","47,378",
Glen Canyon NRA,2016,"3,239,525","6,133","8,109","36,871",
,,,,,,
Golden Gate NRA,1973,"42,600",,,,
Golden Gate NRA,1974,"702,300",,,,
Golden Gate NRA,1975,"1,196,900",,,,
Golden Gate NRA,1976,"1,457,600",,,,
Golden Gate NRA,1977,"6,300,200",,,,
Golden Gate NRA,1978,"8,960,938",,,,
Golden Gate NRA,1979,"11,321,127",0,0,0,
Golden Gate NRA,1980,"18,421,773",0,0,0,
Golden Gate NRA,1981,"20,279,789",0,0,0,
Golden Gate NRA,1982,"19,897,389",0,0,0,
Golden Gate NRA,1983,"17,604,551",241,0,2,
Golden Gate NRA,1984,"16,731,706","2,288",0,362,
Golden Gate NRA,1985,"18,355,365","2,292",0,241,
Golden Gate NRA,1986,"21,582,368","2,427",0,296,
Golden Gate NRA,1987,"21,767,176","2,592",0,479,
Golden Gate NRA,1988,"21,759,271","2,264",0,361,
Golden Gate NRA,1989,"16,656,896","1,913",0,454,
Golden Gate NRA,1990,"14,650,213","2,327",0,614,
Golden Gate NRA,1991,"14,695,771","2,328",0,619,
Golden Gate NRA,1992,"15,309,338","2,578",0,534,
Golden Gate NRA,1993,"14,695,771","2,328",0,619,
Golden Gate NRA,1994,"14,695,771","2,328",0,619,
Golden Gate NRA,1995,"14,695,771","2,328",0,619,
Golden Gate NRA,1996,"14,043,984","2,948",0,744,
Golden Gate NRA,1997,"13,803,382","2,266",0,454,
Golden Gate NRA,1998,"14,046,590","3,797",0,721,
Golden Gate NRA,1999,"14,048,085","3,088",0,683,
Golden Gate NRA,2000,"14,486,065","3,184",0,"1,075",
Golden Gate NRA,2001,"13,457,900","2,823",0,658,
Golden Gate NRA,2002,"13,961,267","3,338",0,778,
Golden Gate NRA,2003,"13,854,750","2,750",0,685,
Golden Gate NRA,2004,"13,270,547","3,076",0,659,
Golden Gate NRA,2005,"13,602,629","2,501",0,525,
Golden Gate NRA,2006,"13,486,824","2,767",0,708,
Golden Gate NRA,2007,"14,397,313","3,584",0,690,
Golden Gate NRA,2008,"14,554,750","3,364",0,767,
Golden Gate NRA,2009,"15,036,372","2,936",0,782,
Golden Gate NRA,2010,"14,271,503","2,831",0,782,
Golden Gate NRA,2011,"14,567,487","3,556",0,"1,090",
Golden Gate NRA,2012,"14,540,338","3,442",0,958,
Golden Gate NRA,2013,"14,289,121","3,486",0,919,
Golden Gate NRA,2014,"15,004,420","4,095",0,"1,363",
Golden Gate NRA,2015,"14,888,537","4,935",0,"1,514",
Golden Gate NRA,2016,"15,638,777","4,337",0,"1,269",
,,,,,,
Golden Spike NHS,1967,"32,900",,,,
Golden Spike NHS,1968,"52,300",,,,
Golden Spike NHS,1969,"169,600",,,,
Golden Spike NHS,1970,"67,000",,,,
Golden Spike NHS,1971,"51,400",,,,
Golden Spike NHS,1972,"80,778",,,,
Golden Spike NHS,1973,"53,900",,,,
Golden Spike NHS,1974,"30,900",,,,
Golden Spike NHS,1975,"36,500",,,,
Golden Spike NHS,1976,"49,900",,,,
Golden Spike NHS,1977,"49,400",,,,
Golden Spike NHS,1978,"49,362",,,,
Golden Spike NHS,1979,"46,657",0,0,0,
Golden Spike NHS,1980,"44,587",0,0,0,
Golden Spike NHS,1981,"48,167",0,0,0,
Golden Spike NHS,1982,"45,163",0,0,0,
Golden Spike NHS,1983,"49,571",0,0,0,
Golden Spike NHS,1984,"34,093",0,0,0,
Golden Spike NHS,1985,"46,387",0,0,0,
Golden Spike NHS,1986,"57,647",0,0,0,
Golden Spike NHS,1987,"44,288",0,0,0,
Golden Spike NHS,1988,"41,417",0,0,0,
Golden Spike NHS,1989,"45,769",0,0,0,
Golden Spike NHS,1990,"48,781",0,0,0,
Golden Spike NHS,1991,"57,159",0,0,0,
Golden Spike NHS,1992,"51,281",0,0,0,
Golden Spike NHS,1993,"51,212",0,0,0,
Golden Spike NHS,1994,"63,338",0,0,0,
Golden Spike NHS,1995,"50,331",0,0,0,
Golden Spike NHS,1996,"60,484",0,0,0,
Golden Spike NHS,1997,"50,989",0,0,0,
Golden Spike NHS,1998,"46,203",0,0,0,
Golden Spike NHS,1999,"47,525",0,0,0,
Golden Spike NHS,2000,"45,273",0,0,0,
Golden Spike NHS,2001,"43,887",0,0,0,
Golden Spike NHS,2002,"47,242",0,0,0,
Golden Spike NHS,2003,"45,230",0,0,0,
Golden Spike NHS,2004,"46,189",0,0,0,
Golden Spike NHS,2005,"40,156",0,0,0,
Golden Spike NHS,2006,"45,381",0,0,0,
Golden Spike NHS,2007,"45,088",0,0,0,
Golden Spike NHS,2008,"39,968",0,0,0,
Golden Spike NHS,2009,"45,334",0,0,0,
Golden Spike NHS,2010,"43,561",0,0,0,
Golden Spike NHS,2011,"43,933",0,0,0,
Golden Spike NHS,2012,"42,551",0,0,0,
Golden Spike NHS,2013,"40,704",0,0,0,
Golden Spike NHS,2014,"44,125",0,0,0,
Golden Spike NHS,2015,"59,147",0,0,0,
Golden Spike NHS,2016,"60,027",0,0,0,
,,,,,,
Governors Island NM,2003,"2,507",0,0,0,
Governors Island NM,2004,"11,312",0,0,0,
Governors Island NM,2005,"11,559",0,0,0,
Governors Island NM,2006,"43,135",0,0,0,
Governors Island NM,2007,"69,014",0,0,0,
Governors Island NM,2008,"205,010",0,0,0,
Governors Island NM,2009,"325,840",0,0,0,
Governors Island NM,2010,"409,207",0,0,0,
Governors Island NM,2011,"402,174",0,0,0,
Governors Island NM,2012,"348,249",0,0,0,
Governors Island NM,2013,"355,553",0,0,0,
Governors Island NM,2014,"698,227",0,0,0,
Governors Island NM,2015,"438,613",0,0,0,
Governors Island NM,2016,"522,859",0,0,0,
,,,,,,
Grand Canyon NP,1919,"37,745",,,,
Grand Canyon NP,1920,"67,315",,,,
Grand Canyon NP,1921,"67,485",,,,
Grand Canyon NP,1922,"84,700",,,,
Grand Canyon NP,1923,"102,166",,,,
Grand Canyon NP,1924,"108,256",,,,
Grand Canyon NP,1925,"134,053",,,,
Grand Canyon NP,1926,"140,252",,,,
Grand Canyon NP,1927,"162,356",,,,
Grand Canyon NP,1928,"167,226",,,,
Grand Canyon NP,1929,"184,093",,,,
Grand Canyon NP,1930,"172,763",,,,
Grand Canyon NP,1931,"156,964",,,,
Grand Canyon NP,1932,"121,267",,,,
Grand Canyon NP,1933,"105,475",,,,
Grand Canyon NP,1934,"140,220",,,,
Grand Canyon NP,1935,"206,018",,,,
Grand Canyon NP,1936,"268,412",,,,
Grand Canyon NP,1937,"297,876",,,,
Grand Canyon NP,1938,"336,557",,,,
Grand Canyon NP,1939,"395,940",,,,
Grand Canyon NP,1940,"371,613",,,,
Grand Canyon NP,1941,"436,566",,,,
Grand Canyon NP,1942,"132,584",,,,
Grand Canyon NP,1943,"71,650",,,,
Grand Canyon NP,1944,"64,568",,,,
Grand Canyon NP,1945,"169,960",,,,
Grand Canyon NP,1946,"486,834",,,,
Grand Canyon NP,1947,"622,363",,,,
Grand Canyon NP,1948,"618,033",,,,
Grand Canyon NP,1949,"600,690",,,,
Grand Canyon NP,1950,"665,039",,,,
Grand Canyon NP,1951,"682,152",,,,
Grand Canyon NP,1952,"737,159",,,,
Grand Canyon NP,1953,"836,878",,,,
Grand Canyon NP,1954,"814,700",,,,
Grand Canyon NP,1955,"892,400",,,,
Grand Canyon NP,1956,"1,033,700",,,,
Grand Canyon NP,1957,"1,102,400",,,,
Grand Canyon NP,1958,"1,064,000",,,,
Grand Canyon NP,1959,"1,169,400",,,,
Grand Canyon NP,1960,"1,187,700",,,,
Grand Canyon NP,1961,"1,253,000",,,,
Grand Canyon NP,1962,"1,447,400",,,,
Grand Canyon NP,1963,"1,539,500",,,,
Grand Canyon NP,1964,"1,576,600",,,,
Grand Canyon NP,1965,"1,689,200",,,,
Grand Canyon NP,1966,"1,806,000",,,,
Grand Canyon NP,1967,"1,804,900",,,,
Grand Canyon NP,1968,"1,986,300",,,,
Grand Canyon NP,1969,"2,192,600",,,,
Grand Canyon NP,1970,"2,258,200",,,,
Grand Canyon NP,1971,"2,402,100",,,,
Grand Canyon NP,1972,"2,698,300",,,,
Grand Canyon NP,1973,"1,909,700",,,,
Grand Canyon NP,1974,"1,888,600",,,,
Grand Canyon NP,1975,"2,625,100",,,,
Grand Canyon NP,1976,"2,791,600",,,,
Grand Canyon NP,1977,"2,627,200",,,,
Grand Canyon NP,1978,"2,748,642",,,,
Grand Canyon NP,1979,"2,131,716","111,022","35,752","120,472",
Grand Canyon NP,1980,"2,304,973","88,032","27,193","85,990",
Grand Canyon NP,1981,"2,472,270","80,264","30,693","91,835",
Grand Canyon NP,1982,"2,293,127","86,137","26,894","99,117",
Grand Canyon NP,1983,"2,248,082","77,627","26,391","103,893",
Grand Canyon NP,1984,"2,173,584","80,172","26,167","96,879",
Grand Canyon NP,1985,"2,711,529","58,216","29,414","81,168",
Grand Canyon NP,1986,"3,035,787","61,133","28,375","73,185",
Grand Canyon NP,1987,"3,513,030","118,826","82,161","47,436",
Grand Canyon NP,1988,"3,859,886","92,728","55,791","37,350",
Grand Canyon NP,1989,"3,966,209","131,910","73,444","30,739",
Grand Canyon NP,1990,"3,776,685","135,457","77,678","32,912",
Grand Canyon NP,1991,"3,886,031","142,087","107,841","225,781",
