Park,Year,Recreation Visitors,Tent Campers,RV Campers,Backcountry Campers,
Timpanogos Cave NM,2006,"110,840",0,0,0,
Timpanogos Cave NM,2007,"114,737",0,0,0,
Timpanogos Cave NM,2008,"123,682",0,0,0,
Timpanogos Cave NM,2009,"138,571",0,0,0,
Timpanogos Cave NM,2010,"120,241",0,0,0,
Timpanogos Cave NM,2011,"96,965",0,0,0,
Timpanogos Cave NM,2012,"118,764",0,0,0,
Timpanogos Cave NM,2013,"91,269",0,0,0,
Timpanogos Cave NM,2014,"95,679",0,0,0,
Timpanogos Cave NM,2015,"104,023",0,0,0,
Timpanogos Cave NM,2016,"91,261",0,0,0,
,,,,,,
Timucuan EHP,1992,"49,861",0,0,0,
Timucuan EHP,1993,"52,945",0,0,0,
Timucuan EHP,1994,"50,329",0,0,0,
Timucuan EHP,1995,"50,812",0,0,0,
Timucuan EHP,1996,"59,701",0,0,0,
Timucuan EHP,1997,"121,420",0,0,0,
Timucuan EHP,1998,"633,233",0,0,0,
Timucuan EHP,1999,"637,012",0,0,0,
Timucuan EHP,2000,"650,585",0,0,0,
Timucuan EHP,2001,"707,183",0,0,0,
Timucuan EHP,2002,"655,335",0,0,0,
Timucuan EHP,2003,"810,821",0,0,0,
Timucuan EHP,2004,"750,230",0,0,0,
Timucuan EHP,2005,"903,177",0,0,0,
Timucuan EHP,2006,"1,011,989",0,0,0,
Timucuan EHP,2007,"999,833",0,0,0,
Timucuan EHP,2008,"1,038,888",0,0,0,
Timucuan EHP,2009,"1,195,171",0,0,0,
Timucuan EHP,2010,"993,948",0,0,0,
Timucuan EHP,2011,"1,028,922",0,0,0,
Timucuan EHP,2012,"1,076,310",0,0,0,
Timucuan EHP,2013,"1,031,667",0,0,0,
Timucuan EHP,2014,"1,121,318",0,0,0,
Timucuan EHP,2015,"1,239,423",0,0,0,
Timucuan EHP,2016,"1,148,494",0,0,0,
,,,,,,
Tonto NM,1934,"7,005",,,,
Tonto NM,1935,"5,350",,,,
Tonto NM,1936,"5,908",,,,
Tonto NM,1937,"5,368",,,,
Tonto NM,1938,"4,985",,,,
Tonto NM,1939,"4,432",,,,
Tonto NM,1940,"5,250",,,,
Tonto NM,1941,"10,128",,,,
Tonto NM,1942,"4,603",,,,
Tonto NM,1943,"2,560",,,,
Tonto NM,1944,"3,193",,,,
Tonto NM,1945,"4,885",,,,
Tonto NM,1946,"12,901",,,,
Tonto NM,1947,"15,730",,,,
Tonto NM,1948,"16,990",,,,
Tonto NM,1949,"17,859",,,,
Tonto NM,1950,"18,039",,,,
Tonto NM,1951,"19,508",,,,
Tonto NM,1952,"28,252",,,,
Tonto NM,1953,"38,438",,,,
Tonto NM,1954,"29,700",,,,
Tonto NM,1955,"29,800",,,,
Tonto NM,1956,"36,600",,,,
Tonto NM,1957,"45,900",,,,
Tonto NM,1958,"41,000",,,,
Tonto NM,1959,"39,300",,,,
Tonto NM,1960,"46,100",,,,
Tonto NM,1961,"53,600",,,,
Tonto NM,1962,"56,200",,,,
Tonto NM,1963,"68,400",,,,
Tonto NM,1964,"70,400",,,,
Tonto NM,1965,"54,100",,,,
Tonto NM,1966,"43,600",,,,
Tonto NM,1967,"37,800",,,,
Tonto NM,1968,"44,600",,,,
Tonto NM,1969,"48,100",,,,
Tonto NM,1970,"53,000",,,,
Tonto NM,1971,"53,700",,,,
Tonto NM,1972,"52,361",,,,
Tonto NM,1973,"61,300",,,,
Tonto NM,1974,"49,300",,,,
Tonto NM,1975,"55,900",,,,
Tonto NM,1976,"71,100",,,,
Tonto NM,1977,"69,400",,,,
Tonto NM,1978,"71,133",,,,
Tonto NM,1979,"69,847",0,0,0,
Tonto NM,1980,"60,328",0,0,0,
Tonto NM,1981,"70,528",0,0,0,
Tonto NM,1982,"68,844",0,0,0,
Tonto NM,1983,"70,039",0,0,0,
Tonto NM,1984,"69,665",0,0,0,
Tonto NM,1985,"73,606",0,0,0,
Tonto NM,1986,"82,784",0,0,0,
Tonto NM,1987,"80,906",0,0,0,
Tonto NM,1988,"78,382",0,0,0,
Tonto NM,1989,"61,106",0,0,0,
Tonto NM,1990,"45,536",0,0,0,
Tonto NM,1991,"62,639",0,0,0,
Tonto NM,1992,"60,375",0,0,0,
Tonto NM,1993,"70,161",0,0,0,
Tonto NM,1994,"69,083",0,0,0,
Tonto NM,1995,"70,936",0,0,0,
Tonto NM,1996,"71,970",0,0,0,
Tonto NM,1997,"79,402",0,0,0,
Tonto NM,1998,"78,822",0,0,0,
Tonto NM,1999,"74,006",0,0,0,
Tonto NM,2000,"76,059",0,0,0,
Tonto NM,2001,"80,006",0,0,0,
Tonto NM,2002,"57,328",0,0,0,
Tonto NM,2003,"59,216",0,0,0,
Tonto NM,2004,"63,217",0,0,0,
Tonto NM,2005,"75,140",0,0,0,
Tonto NM,2006,"63,733",0,0,0,
Tonto NM,2007,"56,174",0,0,0,
Tonto NM,2008,"63,553",0,0,0,
Tonto NM,2009,"60,534",0,0,0,
Tonto NM,2010,"60,497",0,0,0,
Tonto NM,2011,"53,426",0,0,0,
Tonto NM,2012,"51,881",0,0,0,
Tonto NM,2013,"39,632",0,0,0,
Tonto NM,2014,"36,360",0,0,0,
Tonto NM,2015,"37,523",0,0,0,
Tonto NM,2016,"38,048",0,0,0,
,,,,,,
Tumacacori NHP,1920,"4,300",,,,
Tumacacori NHP,1921,"5,000",,,,
Tumacacori NHP,1922,"5,100",,,,
Tumacacori NHP,1923,"6,000",,,,
Tumacacori NHP,1924,"8,800",,,,
Tumacacori NHP,1925,"10,500",,,,
Tumacacori NHP,1926,"13,683",,,,
Tumacacori NHP,1927,"16,761",,,,
Tumacacori NHP,1928,"17,341",,,,
Tumacacori NHP,1929,"18,250",,,,
Tumacacori NHP,1930,"15,603",,,,
Tumacacori NHP,1931,"12,036",,,,
Tumacacori NHP,1932,"13,758",,,,
Tumacacori NHP,1933,"8,869",,,,
Tumacacori NHP,1934,"11,238",,,,
Tumacacori NHP,1935,"13,081",,,,
Tumacacori NHP,1936,"14,119",,,,
Tumacacori NHP,1937,"18,472",,,,
Tumacacori NHP,1938,"15,289",,,,
Tumacacori NHP,1939,"18,390",,,,
Tumacacori NHP,1940,"7,287",,,,
Tumacacori NHP,1941,"9,185",,,,
Tumacacori NHP,1942,"6,368",,,,
Tumacacori NHP,1943,"4,512",,,,
Tumacacori NHP,1944,"5,425",,,,
Tumacacori NHP,1945,"11,560",,,,
Tumacacori NHP,1946,"19,176",,,,
Tumacacori NHP,1947,"22,930",,,,
Tumacacori NHP,1948,"26,747",,,,
Tumacacori NHP,1949,"26,502",,,,
Tumacacori NHP,1950,"30,540",,,,
Tumacacori NHP,1951,"42,283",,,,
Tumacacori NHP,1952,"44,262",,,,
Tumacacori NHP,1953,"45,884",,,,
Tumacacori NHP,1954,"41,800",,,,
Tumacacori NHP,1955,"47,200",,,,
Tumacacori NHP,1956,"50,700",,,,
Tumacacori NHP,1957,"56,400",,,,
Tumacacori NHP,1958,"58,100",,,,
Tumacacori NHP,1959,"59,800",,,,
Tumacacori NHP,1960,"53,800",,,,
Tumacacori NHP,1961,"56,300",,,,
Tumacacori NHP,1962,"55,200",,,,
Tumacacori NHP,1963,"54,400",,,,
Tumacacori NHP,1964,"55,600",,,,
Tumacacori NHP,1965,"56,100",,,,
Tumacacori NHP,1966,"50,500",,,,
Tumacacori NHP,1967,"49,500",,,,
Tumacacori NHP,1968,"63,000",,,,
Tumacacori NHP,1969,"60,000",,,,
Tumacacori NHP,1970,"63,700",,,,
Tumacacori NHP,1971,"68,700",,,,
Tumacacori NHP,1972,"68,380",,,,
Tumacacori NHP,1973,"78,200",,,,
Tumacacori NHP,1974,"71,000",,,,
Tumacacori NHP,1975,"78,700",,,,
Tumacacori NHP,1976,"80,300",,,,
Tumacacori NHP,1977,"74,000",,,,
Tumacacori NHP,1978,"76,558",,,,
Tumacacori NHP,1979,"59,013",0,0,0,
Tumacacori NHP,1980,"54,996",0,0,0,
Tumacacori NHP,1981,"59,422",0,0,0,
Tumacacori NHP,1982,"58,290",0,0,0,
Tumacacori NHP,1983,"57,922",0,0,0,
Tumacacori NHP,1984,"58,260",0,0,0,
Tumacacori NHP,1985,"58,022",0,0,0,
Tumacacori NHP,1986,"60,117",0,0,0,
Tumacacori NHP,1987,"63,327",0,0,0,
Tumacacori NHP,1988,"60,311",0,0,0,
Tumacacori NHP,1989,"61,912",0,0,0,
Tumacacori NHP,1990,"63,945",0,0,0,
Tumacacori NHP,1991,"58,269",0,0,0,
Tumacacori NHP,1992,"52,951",0,0,0,
Tumacacori NHP,1993,"53,363",0,0,0,
Tumacacori NHP,1994,"66,097",0,0,0,
Tumacacori NHP,1995,"57,711",0,0,0,
Tumacacori NHP,1996,"62,206",0,0,0,
Tumacacori NHP,1997,"58,713",0,0,0,
Tumacacori NHP,1998,"58,853",0,0,0,
Tumacacori NHP,1999,"56,189",0,0,0,
Tumacacori NHP,2000,"53,706",0,0,0,
Tumacacori NHP,2001,"49,570",0,0,0,
Tumacacori NHP,2002,"48,438",0,0,0,
Tumacacori NHP,2003,"52,393",0,0,0,
Tumacacori NHP,2004,"48,502",0,0,0,
Tumacacori NHP,2005,"44,022",0,0,0,
Tumacacori NHP,2006,"45,015",0,0,0,
Tumacacori NHP,2007,"45,484",0,0,0,
Tumacacori NHP,2008,"45,079",0,0,0,
Tumacacori NHP,2009,"40,637",0,0,0,
Tumacacori NHP,2010,"39,866",0,0,0,
Tumacacori NHP,2011,"33,740",0,0,0,
Tumacacori NHP,2012,"35,158",0,0,0,
Tumacacori NHP,2013,"31,433",0,0,0,
Tumacacori NHP,2014,"38,017",0,0,0,
Tumacacori NHP,2015,"42,146",0,0,0,
Tumacacori NHP,2016,"43,829",0,0,0,
,,,,,,
Tupelo NBS,1937,"7,000",,,,
Tupelo NBS,1938,"7,500",,,,
Tupelo NBS,1939,"7,200",,,,
Tupelo NBS,1940,"7,500",,,,
Tupelo NBS,1941,"6,000",,,,
Tupelo NBS,1942,0,,,,
Tupelo NBS,1943,0,,,,
Tupelo NBS,1944,0,,,,
Tupelo NBS,1945,0,,,,
Tupelo NBS,1946,0,,,,
Tupelo NBS,1947,0,,,,
Tupelo NBS,1956,"1,100",,,,
Tupelo NBS,1957,900,,,,
Tupelo NBS,1958,"1,000",,,,
Tupelo NBS,1959,"1,200",,,,
Tupelo NBS,1960,900,,,,
Tupelo NBS,1961,900,,,,
Tupelo NBS,1962,800,,,,
Tupelo NBS,1963,800,,,,
Tupelo NBS,1964,800,,,,
Tupelo NBS,1965,800,,,,
Tupelo NBS,1966,800,,,,
Tupelo NBS,1967,"1,100",,,,
Tupelo NBS,1968,800,,,,
Tupelo NBS,1969,900,,,,
Tupelo NBS,1970,700,,,,
Tupelo NBS,1971,700,,,,
Tupelo NBS,1972,570,,,,
Tupelo NBS,1973,800,,,,
Tupelo NBS,1974,500,,,,
Tupelo NBS,1975,600,,,,
Tupelo NBS,1976,800,,,,
Tupelo NBS,1977,700,,,,
Tupelo NBS,1978,555,,,,
Tupelo NBS,1979,590,0,0,0,
Tupelo NBS,1980,686,0,0,0,
Tupelo NBS,1981,680,0,0,0,
Tupelo NBS,1982,536,0,0,0,
Tupelo NBS,1983,614,0,0,0,
,,,,,,
Tuskegee Airmen NHS,2003,"11,085",0,0,0,
Tuskegee Airmen NHS,2004,"11,495",0,0,0,
Tuskegee Airmen NHS,2005,"10,323",0,0,0,
Tuskegee Airmen NHS,2006,"11,345",0,0,0,
Tuskegee Airmen NHS,2007,"14,685",0,0,0,
Tuskegee Airmen NHS,2008,"50,331",0,0,0,
Tuskegee Airmen NHS,2009,"58,417",0,0,0,
Tuskegee Airmen NHS,2010,"60,827",0,0,0,
Tuskegee Airmen NHS,2011,"16,244",0,0,0,
Tuskegee Airmen NHS,2012,"23,716",0,0,0,
Tuskegee Airmen NHS,2013,"19,301",0,0,0,
Tuskegee Airmen NHS,2014,"24,319",0,0,0,
Tuskegee Airmen NHS,2015,"22,662",0,0,0,
Tuskegee Airmen NHS,2016,"31,133",0,0,0,
,,,,,,
Tuskegee Institute NHS,1978,"24,808",,,,
Tuskegee Institute NHS,1979,"18,913",0,0,0,
Tuskegee Institute NHS,1980,"10,102",0,0,0,
Tuskegee Institute NHS,1981,"32,066",0,0,0,
Tuskegee Institute NHS,1982,"82,990",0,0,0,
Tuskegee Institute NHS,1983,"76,060",0,0,0,
Tuskegee Institute NHS,1984,"95,323",0,0,0,
Tuskegee Institute NHS,1985,"96,655",0,0,0,
Tuskegee Institute NHS,1986,"99,876",0,0,0,
Tuskegee Institute NHS,1987,"199,819",0,0,0,
Tuskegee Institute NHS,1988,"280,757",0,0,0,
Tuskegee Institute NHS,1989,"289,050",0,0,0,
Tuskegee Institute NHS,1990,"399,684",0,0,0,
Tuskegee Institute NHS,1991,"402,485",0,0,0,
Tuskegee Institute NHS,1992,"309,072",0,0,0,
Tuskegee Institute NHS,1993,"326,080",0,0,0,
Tuskegee Institute NHS,1994,"631,054",0,0,0,
Tuskegee Institute NHS,1995,"769,540",0,0,0,
Tuskegee Institute NHS,1996,"490,861",0,0,0,
Tuskegee Institute NHS,1997,"44,324",0,0,0,
Tuskegee Institute NHS,1998,"48,377",0,0,0,
Tuskegee Institute NHS,1999,"54,652",0,0,0,
Tuskegee Institute NHS,2000,"57,954",0,0,0,
Tuskegee Institute NHS,2001,"37,843",0,0,0,
Tuskegee Institute NHS,2002,"49,114",0,0,0,
Tuskegee Institute NHS,2003,"59,413",0,0,0,
Tuskegee Institute NHS,2004,"52,752",0,0,0,
Tuskegee Institute NHS,2005,"70,032",0,0,0,
Tuskegee Institute NHS,2006,"72,778",0,0,0,
Tuskegee Institute NHS,2007,"75,450",0,0,0,
Tuskegee Institute NHS,2008,"52,027",0,0,0,
Tuskegee Institute NHS,2009,"31,360",0,0,0,
Tuskegee Institute NHS,2010,"23,230",0,0,0,
Tuskegee Institute NHS,2011,"23,288",0,0,0,
Tuskegee Institute NHS,2012,"24,030",0,0,0,
Tuskegee Institute NHS,2013,"47,766",0,0,0,
Tuskegee Institute NHS,2014,"11,786",0,0,0,
Tuskegee Institute NHS,2015,"7,961",0,0,0,
Tuskegee Institute NHS,2016,"8,452",0,0,0,
,,,,,,
Tuzigoot NM,1940,"6,125",,,,
Tuzigoot NM,1941,"9,351",,,,
Tuzigoot NM,1942,"5,553",,,,
Tuzigoot NM,1943,"3,020",,,,
Tuzigoot NM,1944,"3,019",,,,
Tuzigoot NM,1945,"5,642",,,,
Tuzigoot NM,1946,"10,854",,,,
Tuzigoot NM,1947,"14,331",,,,
Tuzigoot NM,1948,"18,054",,,,
Tuzigoot NM,1949,"19,594",,,,
Tuzigoot NM,1950,"20,974",,,,
Tuzigoot NM,1951,"22,314",,,,
Tuzigoot NM,1952,"25,492",,,,
Tuzigoot NM,1953,"29,682",,,,
Tuzigoot NM,1954,"25,000",,,,
Tuzigoot NM,1955,"24,600",,,,
Tuzigoot NM,1956,"30,400",,,,
Tuzigoot NM,1957,"36,100",,,,
Tuzigoot NM,1958,"32,000",,,,
Tuzigoot NM,1959,"34,900",,,,
Tuzigoot NM,1960,"34,800",,,,
Tuzigoot NM,1961,"34,100",,,,
Tuzigoot NM,1962,"34,600",,,,
Tuzigoot NM,1963,"38,600",,,,
Tuzigoot NM,1964,"45,400",,,,
Tuzigoot NM,1965,"48,600",,,,
Tuzigoot NM,1966,"67,100",,,,
Tuzigoot NM,1967,"68,900",,,,
Tuzigoot NM,1968,"79,600",,,,
Tuzigoot NM,1969,"89,900",,,,
Tuzigoot NM,1970,"117,300",,,,
Tuzigoot NM,1971,"104,900",,,,
Tuzigoot NM,1972,"88,741",,,,
Tuzigoot NM,1973,"84,900",,,,
Tuzigoot NM,1974,"76,900",,,,
Tuzigoot NM,1975,"84,000",,,,
Tuzigoot NM,1976,"92,700",,,,
Tuzigoot NM,1977,"81,500",,,,
Tuzigoot NM,1978,"77,502",,,,
Tuzigoot NM,1979,"68,733",0,0,0,
Tuzigoot NM,1980,"73,804",0,0,0,
Tuzigoot NM,1981,"77,886",0,0,0,
Tuzigoot NM,1982,"79,566",0,0,0,
Tuzigoot NM,1983,"80,541",0,0,0,
Tuzigoot NM,1984,"83,668",0,0,0,
Tuzigoot NM,1985,"90,934",0,0,0,
Tuzigoot NM,1986,"97,537",0,0,0,
Tuzigoot NM,1987,"96,444",0,0,0,
Tuzigoot NM,1988,"108,423",0,0,0,
Tuzigoot NM,1989,"113,344",0,0,0,
Tuzigoot NM,1990,"118,386",0,0,0,
Tuzigoot NM,1991,"136,092",0,0,0,
Tuzigoot NM,1992,"138,684",0,0,0,
Tuzigoot NM,1993,"109,951",0,0,0,
Tuzigoot NM,1994,"116,814",0,0,0,
Tuzigoot NM,1995,"118,369",0,0,0,
Tuzigoot NM,1996,"115,411",0,0,0,
Tuzigoot NM,1997,"131,419",0,0,0,
Tuzigoot NM,1998,"125,437",0,0,0,
Tuzigoot NM,1999,"124,347",0,0,0,
Tuzigoot NM,2000,"113,525",0,0,0,
Tuzigoot NM,2001,"116,323",0,0,0,
Tuzigoot NM,2002,"112,167",0,0,0,
Tuzigoot NM,2003,"115,216",0,0,0,
Tuzigoot NM,2004,"114,486",0,0,0,
Tuzigoot NM,2005,"108,262",0,0,0,
Tuzigoot NM,2006,"115,213",0,0,0,
Tuzigoot NM,2007,"107,796",0,0,0,
Tuzigoot NM,2008,"102,811",0,0,0,
Tuzigoot NM,2009,"106,250",0,0,0,
Tuzigoot NM,2010,"103,274",0,0,0,
Tuzigoot NM,2011,"101,104",0,0,0,
Tuzigoot NM,2012,"97,388",0,0,0,
Tuzigoot NM,2013,"85,746",0,0,0,
Tuzigoot NM,2014,"74,903",0,0,0,
Tuzigoot NM,2015,"95,065",0,0,0,
Tuzigoot NM,2016,"104,604",0,0,0,
,,,,,,
Ulysses S. Grant NHS,1991,524,0,0,0,
Ulysses S. Grant NHS,1992,"1,366",0,0,0,
Ulysses S. Grant NHS,1993,"2,983",0,0,0,
Ulysses S. Grant NHS,1994,"5,016",0,0,0,
Ulysses S. Grant NHS,1995,"7,539",0,0,0,
Ulysses S. Grant NHS,1996,"14,124",0,0,0,
Ulysses S. Grant NHS,1997,"14,040",0,0,0,
Ulysses S. Grant NHS,1998,"19,134",0,0,0,
Ulysses S. Grant NHS,1999,"20,635",0,0,0,
Ulysses S. Grant NHS,2000,"17,894",0,0,0,
Ulysses S. Grant NHS,2001,"22,421",0,0,0,
Ulysses S. Grant NHS,2002,"25,531",0,0,0,
Ulysses S. Grant NHS,2003,"22,248",0,0,0,
Ulysses S. Grant NHS,2004,"22,797",0,0,0,
Ulysses S. Grant NHS,2005,"24,868",0,0,0,
Ulysses S. Grant NHS,2006,"25,758",0,0,0,
Ulysses S. Grant NHS,2007,"46,398",0,0,0,
Ulysses S. Grant NHS,2008,"45,959",0,0,0,
Ulysses S. Grant NHS,2009,"40,703",0,0,0,
Ulysses S. Grant NHS,2010,"39,967",0,0,0,
Ulysses S. Grant NHS,2011,"35,664",0,0,0,
Ulysses S. Grant NHS,2012,"39,373",0,0,0,
Ulysses S. Grant NHS,2013,"38,604",0,0,0,
Ulysses S. Grant NHS,2014,"40,287",0,0,0,
Ulysses S. Grant NHS,2015,"39,048",0,0,0,
Ulysses S. Grant NHS,2016,"46,071",0,0,0,
,,,,,,
Upper Delaware S&RR,1980,"77,764",0,0,0,
Upper Delaware S&RR,1981,"156,437",0,0,0,
Upper Delaware S&RR,1982,"106,502",0,0,0,
Upper Delaware S&RR,1983,"223,096",0,0,0,
Upper Delaware S&RR,1984,"159,854",0,0,0,
Upper Delaware S&RR,1985,"154,799",0,0,0,
Upper Delaware S&RR,1986,"162,598",0,0,0,
Upper Delaware S&RR,1987,"157,753",0,0,0,
Upper Delaware S&RR,1988,"207,465",0,0,0,
Upper Delaware S&RR,1989,"226,125",0,0,0,
Upper Delaware S&RR,1990,"215,924",0,0,0,
Upper Delaware S&RR,1991,"222,637",0,0,0,
Upper Delaware S&RR,1992,"207,751",0,0,0,
Upper Delaware S&RR,1993,"258,994",0,0,0,
Upper Delaware S&RR,1994,"270,922",0,0,0,
Upper Delaware S&RR,1995,"492,256",0,0,0,
Upper Delaware S&RR,1996,"494,267",0,0,0,
Upper Delaware S&RR,1997,"308,215",0,0,0,
Upper Delaware S&RR,1998,"292,245",0,0,0,
Upper Delaware S&RR,1999,"354,356",0,0,0,
Upper Delaware S&RR,2000,"276,178",0,0,0,
Upper Delaware S&RR,2001,"306,639",0,0,0,
Upper Delaware S&RR,2002,"296,095",0,0,0,
Upper Delaware S&RR,2003,"256,987",0,0,0,
Upper Delaware S&RR,2004,"225,565",0,0,0,
Upper Delaware S&RR,2005,"248,953",0,0,0,
Upper Delaware S&RR,2006,"200,338",0,0,0,
Upper Delaware S&RR,2007,"248,284",0,0,0,
Upper Delaware S&RR,2008,"284,347",0,0,0,
Upper Delaware S&RR,2009,"258,311",0,0,0,
Upper Delaware S&RR,2010,"306,468",0,0,0,
Upper Delaware S&RR,2011,"270,390",0,0,0,
Upper Delaware S&RR,2012,"255,586",0,0,0,
Upper Delaware S&RR,2013,"228,464",0,0,0,
Upper Delaware S&RR,2014,"230,845",0,0,0,
Upper Delaware S&RR,2015,"243,246",0,0,0,
Upper Delaware S&RR,2016,"264,362",0,0,0,
,,,,,,
Valley Forge NHP,1978,"3,139,716",,,,
Valley Forge NHP,1979,"3,107,420",0,0,0,
Valley Forge NHP,1980,"3,219,806",0,0,0,
Valley Forge NHP,1981,"3,330,287",0,0,0,
Valley Forge NHP,1982,"3,410,490",0,0,0,
Valley Forge NHP,1983,"3,448,694",0,0,0,
Valley Forge NHP,1984,"3,957,742",0,0,0,
Valley Forge NHP,1985,"4,177,029",0,0,0,
Valley Forge NHP,1986,"4,225,618",0,0,0,
Valley Forge NHP,1987,"4,348,196",0,0,0,
Valley Forge NHP,1988,"4,202,511",0,0,0,
Valley Forge NHP,1989,"4,700,074",0,0,0,
Valley Forge NHP,1990,"1,659,425",0,0,0,
Valley Forge NHP,1991,"1,687,247",0,0,0,
Valley Forge NHP,1992,"1,772,542",0,0,0,
Valley Forge NHP,1993,"1,831,429",0,0,0,
Valley Forge NHP,1994,"1,805,069",0,0,0,
Valley Forge NHP,1995,"1,925,679",0,0,0,
Valley Forge NHP,1996,"1,876,525",0,0,0,
Valley Forge NHP,1997,"1,901,406",0,0,0,
Valley Forge NHP,1998,"1,784,520",0,0,0,
Valley Forge NHP,1999,"1,308,986",0,0,0,
Valley Forge NHP,2000,"1,350,434",0,0,0,
Valley Forge NHP,2001,"1,230,025",0,0,0,
Valley Forge NHP,2002,"1,158,423",0,0,0,
Valley Forge NHP,2003,"1,132,976",0,0,0,
Valley Forge NHP,2004,"1,088,271",0,0,0,
Valley Forge NHP,2005,"1,293,001",0,0,0,
Valley Forge NHP,2006,"1,340,679",0,0,0,
Valley Forge NHP,2007,"1,298,161",0,0,0,
Valley Forge NHP,2008,"1,275,871",0,0,0,
Valley Forge NHP,2009,"1,449,228",0,0,0,
Valley Forge NHP,2010,"1,617,511",0,0,0,
Valley Forge NHP,2011,"1,303,046",0,0,0,
Valley Forge NHP,2012,"1,442,750",0,0,0,
Valley Forge NHP,2013,"1,962,889",0,0,0,
Valley Forge NHP,2014,"1,990,881",0,0,0,
Valley Forge NHP,2015,"2,143,965",0,0,0,
Valley Forge NHP,2016,"2,428,724",0,0,0,
,,,,,,
Vanderbilt Mansion NHS,1941,"15,274",,,,
Vanderbilt Mansion NHS,1942,"13,077",,,,
Vanderbilt Mansion NHS,1943,"14,554",,,,
Vanderbilt Mansion NHS,1944,"14,830",,,,
Vanderbilt Mansion NHS,1945,"18,727",,,,
Vanderbilt Mansion NHS,1946,"49,504",,,,
Vanderbilt Mansion NHS,1947,"61,427",,,,
Vanderbilt Mansion NHS,1948,"68,468",,,,
Vanderbilt Mansion NHS,1949,"70,629",,,,
Vanderbilt Mansion NHS,1950,"94,602",,,,
Vanderbilt Mansion NHS,1951,"105,238",,,,
Vanderbilt Mansion NHS,1952,"119,370",,,,
Vanderbilt Mansion NHS,1953,"119,288",,,,
Vanderbilt Mansion NHS,1954,"114,800",,,,
Vanderbilt Mansion NHS,1955,"102,100",,,,
Vanderbilt Mansion NHS,1956,"106,000",,,,
Vanderbilt Mansion NHS,1957,"118,800",,,,
Vanderbilt Mansion NHS,1958,"119,900",,,,
Vanderbilt Mansion NHS,1959,"116,200",,,,
Vanderbilt Mansion NHS,1960,"138,500",,,,
Vanderbilt Mansion NHS,1961,"132,900",,,,
Vanderbilt Mansion NHS,1962,"163,300",,,,
Vanderbilt Mansion NHS,1963,"172,200",,,,
Vanderbilt Mansion NHS,1964,"204,400",,,,
Vanderbilt Mansion NHS,1965,"233,800",,,,
Vanderbilt Mansion NHS,1966,"278,900",,,,
Vanderbilt Mansion NHS,1967,"271,000",,,,
Vanderbilt Mansion NHS,1968,"277,200",,,,
Vanderbilt Mansion NHS,1969,"264,300",,,,
Vanderbilt Mansion NHS,1970,"276,400",,,,
Vanderbilt Mansion NHS,1971,"295,500",,,,
Vanderbilt Mansion NHS,1972,"269,224",,,,
Vanderbilt Mansion NHS,1973,"247,100",,,,
Vanderbilt Mansion NHS,1974,"250,500",,,,
Vanderbilt Mansion NHS,1975,"267,200",,,,
Vanderbilt Mansion NHS,1976,"322,300",,,,
Vanderbilt Mansion NHS,1977,"280,400",,,,
Vanderbilt Mansion NHS,1978,"288,972",,,,
Vanderbilt Mansion NHS,1979,"335,275",0,0,0,
Vanderbilt Mansion NHS,1980,"377,751",0,0,0,
Vanderbilt Mansion NHS,1981,"427,699",0,0,0,
Vanderbilt Mansion NHS,1982,"368,936",0,0,0,
Vanderbilt Mansion NHS,1983,"420,104",0,0,0,
Vanderbilt Mansion NHS,1984,"383,092",0,0,0,
Vanderbilt Mansion NHS,1985,"324,128",0,0,0,
Vanderbilt Mansion NHS,1986,"395,597",0,0,0,
Vanderbilt Mansion NHS,1987,"411,391",0,0,0,
Vanderbilt Mansion NHS,1988,"432,718",0,0,0,
Vanderbilt Mansion NHS,1989,"573,188",0,0,0,
Vanderbilt Mansion NHS,1990,"723,521",0,0,0,
Vanderbilt Mansion NHS,1991,"434,754",0,0,0,
Vanderbilt Mansion NHS,1992,"392,702",0,0,0,
Vanderbilt Mansion NHS,1993,"452,936",0,0,0,
Vanderbilt Mansion NHS,1994,"329,531",0,0,0,
Vanderbilt Mansion NHS,1995,"354,937",0,0,0,
Vanderbilt Mansion NHS,1996,"368,899",0,0,0,
Vanderbilt Mansion NHS,1997,"382,417",0,0,0,
Vanderbilt Mansion NHS,1998,"383,038",0,0,0,
Vanderbilt Mansion NHS,1999,"313,863",0,0,0,
Vanderbilt Mansion NHS,2000,"410,575",0,0,0,
Vanderbilt Mansion NHS,2001,"396,656",0,0,0,
Vanderbilt Mansion NHS,2002,"403,016",0,0,0,
Vanderbilt Mansion NHS,2003,"359,982",0,0,0,
Vanderbilt Mansion NHS,2004,"405,264",0,0,0,
Vanderbilt Mansion NHS,2005,"372,517",0,0,0,
Vanderbilt Mansion NHS,2006,"391,899",0,0,0,
Vanderbilt Mansion NHS,2007,"398,125",0,0,0,
Vanderbilt Mansion NHS,2008,"360,334",0,0,0,
Vanderbilt Mansion NHS,2009,"380,460",0,0,0,
Vanderbilt Mansion NHS,2010,"390,525",0,0,0,
Vanderbilt Mansion NHS,2011,"367,680",0,0,0,
Vanderbilt Mansion NHS,2012,"423,107",0,0,0,
Vanderbilt Mansion NHS,2013,"372,569",0,0,0,
Vanderbilt Mansion NHS,2014,"398,447",0,0,0,
Vanderbilt Mansion NHS,2015,"431,961",0,0,0,
Vanderbilt Mansion NHS,2016,"387,856",0,0,0,
,,,,,,
